"Compound","Tanimoto_SC_ref0_AB","Tanimoto_SC_ref1_AB","Tversky_SC_ref0_AB","Tversky_SC_ref1_AB","Carbó_SC_ref0_AB","Carbó_SC_ref1_AB","Structure of SMILES [idcode]","SMILES"
"decoy_688","0.314393","0.266678","0.66786","0.454151","0.377373","0.301542","fjcQ@@OA@dsKM{JklEKP\iJtuUP@@DABb@@","O=C1CCCC2=C1[C@@H](c1ccccc1)c1cncnc1C2"
"decoy_689","0.308378","0.31353","0.613605","0.553065","0.357764","0.346887","fbmhB@DXIQP@aIemVYU\cOIceiih@@@``rPY@","S=C1N=N[C@@H](c2ccccn2)N1/N=C/c1ccccc1"
"decoy_69","0.245294","0.350998","0.65487","0.756132","0.333403","0.413546","f`iP`@DLASHheEBhdlsbcN|tmTB@p@@","O=C1N=c2ccc3ccccc3c2=NC1=O"
"decoy_690","0.434289","0.351757","0.683287","0.512594","0.414993","0.347522","fa{i@@LRM[hLdTTRTRRTJLrPcZCyK^t@@@PD@@@@@@","c1cnc2c(Oc3cc(Nc4ccncc4)ncn3)cccc2c1"
"decoy_691","0.291588","0.330486","0.585583","0.594748","0.342409","0.344049","fjsP@@@DrRJIJJIFHqGdaFMXL\ejjjB`@BhBPQIqFP@","c1ccc2c([C@@H]3N4CC[C@H]5C[C@H](C4)C[N@@]3C5)cccc2c1"
"decoy_692","0.227576","0.289931","0.628264","0.627519","0.320101","0.3452","dk\@P@BLBLdTRJbRJmNiZ@B@@","c1ccc(CSc2cccs2)cc1"
"decoy_693","0.30253","0.418408","0.543137","0.718151","0.342248","0.400507","fluA`@@AbdrljosMFJMEKUUUUKUVBJbX`@","O=C1C[C@H]2CCCC[C@H]2[C@H](CCC2=CCOC2=O)C1"
"decoy_694","0.280431","0.360298","0.849309","0.872049","0.346375","0.367611","fhy@`@@JRYfYU_XhwgAZd@`@H@@@","O=c1c(-c2ccccc2)coc2ccccc12"
"decoy_695","0.307679","0.389738","0.691883","0.732307","0.362814","0.393295","dg~DPIa@BNBLddJVTRUL]kUT@DQR@","O=S1(=O)CC[C@H](Sc2ccccn2)C1"
"decoy_696","0.374336","0.427308","0.653852","0.710481","0.390703","0.404514","fbmQ`@DNAKNQQQRIYXjIHcMFSejjfjjjj@@","O=C1CC2(CCCC2)C(=O)N1CCCN1CCOCC1"
"decoy_697","0.352453","0.356212","0.761227","0.680622","0.45471","0.464771","fdeX@@@XhsUldTRbrQTRUARTFHPTKP@D@@@","c1ccc(Nc2cc(-n3cccn3)ncn2)nc1"
"decoy_698","0.406841","0.393251","0.815507","0.701035","0.458138","0.448657","fj}a`@B`PGHheDdhmEhciF|ENVhHFJYYJ@@","N=c1ccc2c(COC(=O)c3ccccc3)ccoc-2c1"
"decoy_699","0.290987","0.436226","0.48053","0.660572","0.356354","0.466217","fhyab@KPQh@QddaRtbRJeFZMxJuUUUUTbbx`@","O=S1(=O)CC[C@H]([C@@]2(CNC3CC3)CCOC2)C1"
"decoy_7","0.240586","0.309483","0.743054","0.778091","0.332357","0.366626","fgApB@JRT@HRfU}eqS`cVhDBiX`@@","c1cnn(-c2ccc3scnc3c2)c1"
"decoy_70","0.434175","0.482418","0.755022","0.74155","0.470901","0.487479","fbmp@@@XedbbRvRbbTQispTyBBJ`@@@@@@","c1ccc(NCCNc2cccc3ccccc23)nc1"
"decoy_700","0.368628","0.473886","0.561377","0.679362","0.383794","0.433757","fluP@@@\RiU{WYVgMFbfjj@B@B@@@","c1ccc(-c2ccc(CN3CCNCC3)cc2)cc1"
"decoy_701","0.327774","0.398994","0.518167","0.534708","0.351132","0.37287","fj}Qb@LT`cP@cIIBhdeEeideV|GIUjABbP@HACd@","O=S(=O)(N/N=c1\ccc2ccccc2o1)c1ccccc1"
"decoy_702","0.360967","0.432859","0.526864","0.652562","0.377837","0.424643","fewI`@DXIx@mYEEDdhieeiheDZL\FkQsZjffjjjjjiDYf@@","O=C(C[N@@]1CCC[C@H]2CCCC[C@H]21)NN1C(=O)NC2(CCCCC2)C1=O"
"decoy_703","0.363651","0.396342","0.618843","0.599688","0.395283","0.380585","flep`DDXL@QiRYVY]{WUhiZhFB@@@@@","O=C(C[n+]1ccccc1)NC(=O)Nc1ccccc1"
"decoy_704","0.26597","0.337673","0.685781","0.715354","0.336327","0.381456","flmP@@@BRfV[U]vdmNMZJViB`TiXjAH@","C1=CC2=c3ccccc3=N[C@@H]2C(c2ccccc2)=N1"
"decoy_705","0.366795","0.458355","0.704292","0.745071","0.424735","0.478289","f`ip@@@R|eJvmviJBT{p@@QUPP@@","c1cc(N2CCNCC2)c2ccncc2c1"
"decoy_706","0.229338","0.330094","0.518317","0.84009","0.303647","0.38493","f`i@P@@HMYIemU[RLUiwfjfjjjdXSEAb@","O=C1OC[C@@H]2CC3(CC/C=C\[C@@H]12)OCCO3"
"decoy_707","0.291141","0.378546","0.735978","0.762019","0.354286","0.382638","foQPB@F\@DYHheBeLdRdeV]Th@UTP@@","c1csc(-c2ncc3c(n2)CCCC3)c1"
"decoy_708","0.316029","0.397904","0.564059","0.602729","0.361288","0.381812","f`ip@@@DiddRRRJbRYq`g^jjj`@hPBLP@","c1ccc(C[C@]23CNC[N@](CNC2)C3)cc1"
"decoy_709","0.296567","0.434118","0.76626","0.937469","0.360812","0.458717","fhyp@@@\deJ{J|jRde^B@Dtp@D@@@","c1ccc(-n2ccc(-c3ccncc3)n2)cc1"
"decoy_71","0.249907","0.325483","0.539914","0.561961","0.316773","0.342528","foQA`@@XdeMN}|xXIUgUUUUUUCd@@","C1CC(O[C@H]2CCCC3(C2)OCCO3)C1"
"decoy_710","0.334706","0.468834","0.729673","0.851843","0.3947","0.478947","fluH`@EZ]DEDie]uVUqS`hihHBY`@`@bUj@","C(=N/N=C/c1cnccn1)\c1ccc2c(c1)OCO2"
"decoy_711","0.314081","0.38324","0.791548","0.809648","0.344523","0.388099","f`q@b@HJ@DIUrj}jISoMUUP@Q@E@@","[O-][S@@+](CCc1ccccc1)C1CCOCC1"
"decoy_712","0.325746","0.418327","0.529536","0.57425","0.368183","0.400704","fhy``@I@peLwZl{bfg^CUTDEEQHaDP@","c1ccc([C@@H]2OC[C@@H](CN3CCCC3)O2)cc1"
"decoy_713","0.262453","0.33139","0.871461","0.894972","0.339395","0.38039","fgAPB@FR@DYHheBddbTEHujeejVh@@","c1csc(-c2cn3ccccc3n2)c1"
"decoy_714","0.293426","0.419513","0.691362","0.854334","0.34344","0.419255","foAaB@MP@DIUrkNxmV\tD@@@PAP@","[O-][S@@+](Cc1ccccc1)c1ccncc1"
"decoy_715","0.234219","0.373389","0.459109","0.639973","0.294633","0.388777","foQab@APQp@QddaRRVbUFRUYruUUUUHiFP@","O=S1(=O)C[C@@H]2NC3(CCCC3)CO[C@H]2C1"
"decoy_716","0.265133","0.362413","0.574991","0.873532","0.328151","0.382331","fbm``@L@udbbbRRfqbRDYUdyh@@HH@@@@@","c1ccc(Oc2cccc(Oc3ccccc3)n2)cc1"
"decoy_717","0.332845","0.388418","0.633188","0.6783","0.411446","0.45748","fewQ`@DY@iNQQQQQIIYHpjIJcC^]D\vj@D@HZ@B@@@","O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccccc1)C2=O"
"decoy_718","0.285609","0.39824","0.482996","0.66347","0.327929","0.398452","fbcP@@@DrRJIJJJqZHlepWC^BgMUUPP@ATA@RBXnP@","c1ccc2c([C@@H]3N4C[C@@H]5C[C@H](C4)C[N@@]3C5)cccc2c1"
"decoy_719","0.288749","0.384232","0.699924","0.792785","0.362426","0.437186","f`ipB@JJL@HrQQQQIJIrLkSoTD`T@B@@@","c1ccc2c(Sc3ccn[nH]3)ccnc2c1"
"decoy_72","0.272374","0.26423","0.831604","0.678114","0.363011","0.326878","fgAQC@LRl@HPDJBLbbTtRbIFRthsUSMKT@@","O=c1nc2n(c3ccsc13)C(=S)SC2"
"decoy_720","0.359912","0.476453","0.647659","0.720809","0.390232","0.457633","fbm`R@NPQhH@cIIBeeEEhdmQegIrmUMM@`TPhh\`","O=C1C/C(=N\[C@H]2CCS(=O)(=O)C2)C(=O)c2ccccc21"
"decoy_721","0.423511","0.47123","0.57711","0.682133","0.41912","0.45851","fakI`@DXLdGMILrk\n~riFNBwkUSTuUUUU@@@","O=C(CN1C(=O)NC2(CCCCC2)C1=O)NCCN1CCCCC1"
"decoy_722","0.26874","0.34649","0.595938","0.629191","0.350029","0.36334","fhy`b@LZ\@HRf_e[UqQQoAif@Hjh`@@","c1csc(Cc2ccc3c(c2)OCCCO3)n1"
"decoy_723","0.292074","0.413489","0.494823","0.631945","0.335591","0.377587","foAP@@@\rRIIIFIK`kNjjj@B@@@","c1ccc(CC[N@@]2CCCNCC2)cc1"
"decoy_724","0.370938","0.305837","0.554209","0.445028","0.376051","0.312776","feoX@@@PIPVldRbfTRRrttRbINRtxMVcftsUSL`@@SACbaj@","C(=N/NC1=N[C@@H]2N=c3ccccc3=C2N=N1)\c1cccc2ccccc12"
"decoy_725","0.257909","0.369799","0.523011","0.695128","0.308942","0.365493","f`qAb@HHp@HrRPjJIIKZ][ru@@@@@@@","O=S(=O)(Oc1ccccc1)c1ccccc1"
"decoy_726","0.278276","0.34452","0.415437","0.529619","0.318122","0.375282","fluq@@DT\AIeeggg^JlFJVjjjjjjlXPii@@","O=C1NCCCC[C@H]1N1CCCC[C@@H]1[C@H]1CCCN1"
"decoy_727","0.35969","0.365966","0.798977","0.808273","0.387512","0.366095","fag@`@@HRYWYe^umZLTYwdy[ujVjjjjjjjyrBbeZ^TYf@@","O=c1ccc([C@@H]2CC[C@H]3[C@H]2CC[C@@H]2[C@@H]4CCCC[C@@H]4CC[C@H]23)co1"
"decoy_728","0.39762","0.454996","0.714145","0.717608","0.443404","0.477242","fj}Hb@LRSdTPABTnk[JwO`c`yKRsM@DMTHHT`","O=C(/C=C/c1cscn1)Nc1ccc2nc[nH]c(=O)c2c1"
"decoy_729","0.416324","0.536534","0.593513","0.733443","0.428467","0.51108","fluPb@NV``@QddaRtRVTRUFZMEJuUUUUUTJH@","O=S1(=O)CC[C@H](N2CCC(N3CCCCC3)CC2)C1"
"decoy_73","0.356087","0.381511","0.688968","0.601425","0.410819","0.385809","faga`@A@}GHhhhhhdeEmFdqV`vS{K^m@DPEB@AA@@@","O=c1c2ccccc2c(=O)c2c1ccc1oc3ccccc3[nH]c12"
"decoy_730","0.40737","0.43171","0.608776","0.630103","0.421309","0.438681","fjmq@@DXTAIeUeU~UL{IVjhHH`@@@@","O=C(NCCNCc1ccccc1)NCc1ccccc1"
"decoy_731","0.270407","0.383671","0.510358","0.684331","0.321566","0.374351","fdea`@N@YKHhdhUDeLeQakAbtmMR@E@H\`","O=c1ccoc(/N=c2\ccc3ccccc3o2)c1"
"decoy_732","0.43793","0.417835","0.844016","0.733139","0.489157","0.436768","fbmH@@@XhiJYWeU{VgCNSdHHBB@@@@@","c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1"
"decoy_733","0.271909","0.342385","0.737138","0.763921","0.343856","0.392716","foQq@@IZ\CIEDhdcLj\DjsjBHbebaQ@@","c1ccc2c(c1)C[C@H](n1cncn1)CO2"
"decoy_734","0.300038","0.406476","0.548228","0.635499","0.346792","0.411377","fhyp`@DXDCbSLjvkIFVB{sUSUUUT@@","O=C1NC2(CCCCC2)C(=O)N1CNC1CC1"
"decoy_735","0.289383","0.373075","0.556951","0.597768","0.340086","0.378012","flu`b@LPP@HrRPjJIIJ[KSkAbeZ`@@HhH@@","O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCC2"
"decoy_736","0.262403","0.377685","0.500727","0.690762","0.322162","0.403619","f`yP@@@DrRJIJJJkLepWCN}UUTDATDAHIby@@","c1ccc([C@@H]2N3C[C@@H]4C[C@H](C3)C[N@@]2C4)cc1"
"decoy_737","0.230965","0.327868","0.623306","0.776893","0.308681","0.363975","dk]@PBh@c@cIEDbhdbkSjV`@`@@","c1ccc(CSc2nncs2)cc1"
"decoy_738","0.420795","0.459904","0.790706","0.764081","0.469902","0.474739","fbmh@@@XhIRTroJkvmNF\gHPPDD@@@@@","c1ccc(Nc2cc(Nc3ccccn3)ncn2)cc1"
"decoy_739","0.293768","0.400968","0.56753","0.697626","0.342737","0.420581","dg~L`NaE@HrRPiYJIMqvmUUUUDh@","O=S1(=O)CCN(C[C@H]2CCCO2)CC1"
"decoy_74","0.346831","0.44422","0.553665","0.609619","0.382771","0.445355","fhiPQ@NZ`bR`A@`cIIBeeHUDjL|EZjejjjED@","O=S1(=O)CC[C@H](NS(=O)(=O)NC2CCCC2)C1"
"decoy_740","0.347508","0.375256","0.850312","0.550845","0.377519","0.340665","flmP@@@XRfYV}{WCAZlzJVjYA@jjH@@","c1ccn2cc(-c3ccc4c(c3)CCCC4)nc2c1"
"decoy_741","0.256329","0.330123","0.556865","0.606635","0.315511","0.361514","dk\DPHP@cPcIIBeeDj[SVjiijJP@","O=S1(=O)CC[C@H](Cc2ccsc2)C1"
"decoy_742","0.381409","0.418252","0.616271","0.573129","0.425167","0.415908","fhi`Q@MPQIP@`PQddaRrdJbSN^BmURuUT@@","O=S1(=O)CCC(S(=O)(=O)NC2CCCC2)CC1"
"decoy_743","0.305985","0.370446","0.664026","0.677052","0.369579","0.38908","fdeQ@@IJ@dsJl{jbtZpXmAAPmJT@@","O=C(CC1N=c2ccccc2=N1)c1ccccc1"
"decoy_744","0.437135","0.428137","0.721826","0.633389","0.459731","0.41511","fbmh@@@XhirTroJkvmNF\gHPPDD@@@@@","c1ccc(Nc2cc(Nc3ccncc3)ncn2)cc1"
"decoy_745","0.25757","0.346599","0.566299","0.607128","0.323339","0.352525","f`iA`@@LMdbbTQVTRhpTg^hJ@jjbai@@","c1cc2c(cc1C[C@H]1CCCO1)OCCO2"
"decoy_746","0.300143","0.371827","0.656338","0.674227","0.359387","0.368339","f`qP`@DD@YIeeU{YZ]yjABIhPPY@","O=C(N/N=C/c1ccco1)c1ccccc1"
"decoy_747","0.479372","0.502467","0.638426","0.716087","0.468281","0.483354","fa{I`@DX]tCKYEDdidlihhhdRTUkIV}ZijjZjjjjQRZ`@","O=C1NC(=O)[C@]2(CC[C@@H](C(=O)N(C3CCNCC3)C3CC3)CC2)N1"
"decoy_748","0.357791","0.393867","0.62079","0.685434","0.393799","0.398346","fa{P@@@\RiUyYV^}z\mzIV}jj``H@@B@@@","c1ccc(CN2CCN(Cc3cccc4ccccc34)CC2)cc1"
"decoy_749","0.322365","0.409591","0.698652","0.734664","0.368795","0.396033","fdeAR@HHTZH@cIICDdhideJsoAbmAALUPp@@","O=S(=O)(Cc1ccco1)c1ccc2c(c1)OCO2"
"decoy_75","0.424112","0.453453","0.746364","0.732279","0.490012","0.460383","fj}X@@@XMYNTieYu_YVcMVrTB@HHh@@@@@","c1cc(-c2ncc(CNCc3cncnc3)cn2)ccn1"
"decoy_750","0.274728","0.365484","0.665797","0.738071","0.351461","0.407004","f`iH@@@LxIJYYU}QJeiwiBHb@@@P``","C1=N\c2cncnc2Nc2ccccc2C/1"
"decoy_751","0.268732","0.398476","0.46257","0.657835","0.308067","0.399042","fhy`b@NPP@HrRPiZJIQFcCV|EZjjjjjqRBbh@","O=S1(=O)CC[C@@H](N2CCC[C@H]3CCCC[C@H]32)C1"
"decoy_752","0.30995","0.377855","0.773704","0.776433","0.382903","0.404741","fdea`@J@Q[HheEeEDdbRegAbuSSAHC@HTP","O=C1OC(c2ccoc2)=N/C1=C/c1ccccc1"
"decoy_753","0.328474","0.349099","0.565204","0.579381","0.373992","0.366905","fmoX@@@XhqQ\dTRVbTTRRRbvQirK\}flHHj@H@@@@@@@","c1ccc(N(Nc2cc(Nc3ccccn3)ncn2)c2ccccc2)cc1"
"decoy_754","0.344774","0.407075","0.536785","0.892734","0.378687","0.420123","fa{`@@@ITjzsJk^}N^SDk^uUU@@@QUA@@@","c1ccc(C2CCN(CCc3ccc4c(c3)CCCC4)CC2)cc1"
"decoy_755","0.31169","0.381137","0.5072","0.841248","0.334963","0.385825","fn{@`@@HRY]fU{VuIRVkNbfkVijjjjijjfLgIIFShE@@","O=C1C=C([C@@H]2CC[C@H]3[C@H]2CC[C@H]2[C@H]4CCCC=C4CC[C@@H]23)CO1"
"decoy_756","0.447029","0.460957","0.731844","0.693643","0.495247","0.499546","fnsi@@DXBehDfUfUW}e]NmzkVj@@@J@@@@@","O=C(Nc1ccccc1)Nc1ccc(Nc2ccncn2)cc1"
"decoy_757","0.427945","0.412541","0.610876","0.65145","0.475726","0.486618","faki`@DX|ghNNrJJIISIJUIQIDXZs^mUMUSUUUT@@","O=C(CCN1C(=O)NC2(CCCC2)C1=O)NCCN1CCNCC1"
"decoy_758","0.33452","0.370989","0.801545","0.726084","0.407957","0.398397","fhyP`@DD@IIe]e[VcMF|EiYjP@hAAb@","O=C1C=C/C(=C2\C=Cc3ccccc3O2)N=N1"
"decoy_759","0.297997","0.33058","0.641538","0.622007","0.360139","0.354777","fa{a@@D@RYYUggeWYF|EMV}Z``@@@@@@@@","O=C(NCc1cc2ccccc2c2ccccc12)c1ccccc1"
"decoy_76","0.34566","0.41806","0.840936","0.846088","0.436996","0.498757","flmpB@LRR@HrQQQIISZEHeAFUZJZ@@B@@H@@@","c1cnc2c(c1)sc1nc(-c3ccncc3)ccc12"
"decoy_760","0.253127","0.350163","0.431409","0.554508","0.33552","0.37568","foQ`b@NPP@HrRPiZJJJcMVLyZjjjjlT`eJ@@","O=S1(=O)CC[C@@H]([N@]2[C@H]3CCC[C@@H]2CC3)C1"
"decoy_761","0.341784","0.292639","0.819096","0.505975","0.405032","0.314355","flm``@E@PdrsJk^}NJl[tTmP@@DUPP@@","O=c1oc2ccccc2c2c3c(ncc12)CCCC3"
"decoy_762","0.293294","0.357147","0.652556","0.668217","0.359348","0.376257","f`qPa@NBXh@PXHrQQJUJZIDh{uRmSST`@@","O=C(NNC(=O)c1cccs1)c1cccs1"
"decoy_763","0.311075","0.452233","0.663191","0.842585","0.352258","0.448047","fhyAb@HHx@HrRPiYQQJJcKN|EZj`HJbaQ@@","O=S1(=O)CC[C@H](Oc2cccc3c2CCC3)C1"
"decoy_764","0.297976","0.359945","0.600003","0.631555","0.352642","0.396926","fbmhB@DXIQp@aIemVYU\cOIceiih@@@``rPY@","S=C1N=N[C@@H](c2cccnc2)N1/N=C/c1ccccc1"
"decoy_765","0.329592","0.417151","0.531784","0.585333","0.351531","0.341301","foAP@@@TrQIQHjIIgKNjjjjjhX`@","C1CCC(CN[C@H]2CCCCNC2)CC1"
"decoy_766","0.423242","0.523205","0.727702","0.764701","0.449299","0.512095","fj}q`@JRJA@\bbTRRbtVbNd[pTyZ``Xiedh@@","N=c1ccc2c(COC(=O)c3cnccn3)ccoc-2c1"
"decoy_767","0.282715","0.346511","0.623521","0.63235","0.349525","0.359336","f`iA`@@L]dbbTQVTRhpTg^hJ@jjbai@@","c1cc2c(cc1C[C@H]1CCOC1)OCCO2"
"decoy_768","0.301271","0.361208","0.720567","0.724489","0.371523","0.384443","f`qaB@JR@DIRj{\kQcoUUTp@P@@","O=C(CN1CCCSCC1)c1ccccc1"
"decoy_769","0.333646","0.378903","0.571791","0.570671","0.364274","0.385795","fa{qa@LIKAC`AGPcIIBhhddildXeku`qRwju@@AAUK@p@@","O=S(=O)(Nc1ccc(-c2cscn2)cc1)c1ccc2ncoc2c1"
"decoy_77","0.279803","0.32992","0.5664","0.566859","0.325549","0.336681","fhi@`@@HRYUfUWMypVj`@@@@@@","O=C(Cc1ccccc1)OCc1ccccc1"
"decoy_770","0.461342","0.558561","0.758068","0.787202","0.498978","0.560691","foAq@@DX\AIfUYwEjsfjjjjh@@","O=C(NC1CCNCC1)N1CCCCC1"
"decoy_771","0.321907","0.344019","0.543758","0.61129","0.353616","0.374196","fewP`@DY@gHhhhhddmbieDdqQoNBN[U@B@AM@A@@@@","O=C(Nc1ccccc1)c1ccc(-n2ccc3ccccc3c2=O)cc1"
"decoy_772","0.205972","0.241111","0.482498","0.47996","0.285164","0.300862","fduA@@@YHhheEDedRTeXw`qijjjYjjpbDUH@","C1=CC[C@]23CCCCC[C@@]24C=CCC[C@H]4OC3=C1"
"decoy_773","0.226902","0.326448","0.625455","0.798332","0.312059","0.366537","dk]@PBL@c@cIEDbhdbkSjV`@`@@","c1cc(CSc2nccs2)ccn1"
"decoy_774","0.372247","0.4078","0.604374","0.593951","0.395159","0.396188","fbupb@LBmA@@cIIBhddmeDdhr\kRDBT@@@PRU@","O=S(=O)(/N=C/N=C/Nc1ccccc1)c1ccccc1"
"decoy_775","0.410647","0.462741","0.773494","0.842402","0.44359","0.469976","fa{a`@O@pkIEEDheddceDeSfgVBwmUTEAQP@TAHQDiMH@","c1ccc(CN[C@H]2CO[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]3C2)cc1"
"decoy_776","0.36049","0.305064","0.574609","0.436475","0.369223","0.313135","fakq`BDDDAQaR[lbbTRRbaLRTrTkIrwkTDCQ@@@@@@@","O=C(Cc1ccc2ccccc2c1)NNC(=O)c1ccc[n+]([O-])c1"
"decoy_777","0.46038","0.552586","0.656121","0.718428","0.484973","0.548174","fj}I`@DXLTGMILrk\oNyFNcdkUSTuUUU@@@","O=C(CN1C(=O)NC2(CCCCC2)C1=O)N1CCNCC1"
"decoy_778","0.279632","0.428952","0.481317","0.787576","0.322125","0.422573","fdeQ@DMF@Z\dTRbrRLRUFBTFMRmRp@T@@@","N=c1ccc2c(C[n+]3ccccc3)ccoc-2c1"
"decoy_779","0.286441","0.269016","0.428252","0.449416","0.323235","0.302949","fmoi@@J\EZhDiWYWUYWYTeEZrVZzj`@j`@jj``@@","c1cc(N2CCCCC2)ccc1CNCc1cnc(N2CCOCC2)nc1"
"decoy_78","0.358953","0.459919","0.636804","0.840428","0.384552","0.466253","fduP@@@FrRJJIQIGFBeiqkAcUUUUUUUbDQBP@","C1CC[C@@H]2[C@H](C1)CCCN2[C@@H]1CC[N@](C2CC2)C1"
"decoy_780","0.372426","0.347704","0.736579","0.594465","0.406364","0.360047","fjcp@@@TUdbbbbRRJtrSIJu[vRaD@TD@@H@@@","c1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3n2)cc1"
"decoy_781","0.341473","0.376009","0.670695","0.708197","0.371816","0.378754","fagA`@@M{dTTRbbTRtqaRYIQgI}FkVjjjjjfijkbDRTcErRfd@","O=C1C=C([C@@H]2CC[C@@H]3[C@H]2CC(=O)[C@@H]2[C@@H]4CCCC[C@@H]4CC[C@H]32)CO1"
"decoy_782","0.394782","0.314752","0.679249","0.5626","0.428182","0.348227","ec`RD@@EC@h`FLdTRbJrbRVTTRbMC@dg`WPrvuAPE@AP@@D@@@@","c1ccc2c(Nc3cc(Nc4ccc5c(c4)OCCO5)ncn3)cccc2c1"
"decoy_783","0.288284","0.401017","0.590357","0.728598","0.344001","0.423304","dg~DPNa@BEBLddJVRbS\]kUUST`@","O=S1(=O)CCN(Cc2cccs2)CC1"
"decoy_784","0.253394","0.378798","0.610072","0.929348","0.331595","0.41159","fhyP@@@PRfYnuWHpwgAfj@@@D@@@","c1ccc(-c2ccn(-c3ccccc3)n2)cc1"
"decoy_785","0.392343","0.43425","0.633563","0.589133","0.40791","0.389026","fluq`@DXLCfdfYUnW^HqpXiZjZfjjj@@","O=C(CN1C(=O)NC2(CCCCC2)C1=O)NC1CC1"
"decoy_786","0.218169","0.308925","0.49805","0.664433","0.277861","0.341118","fjcQ@@LF@eLrlnm{dXHshyKPR@P@@D@@@","c1ccc(-c2oc3ncncc3c2-c2ccccc2)cc1"
"decoy_787","0.293612","0.370166","0.603848","0.613126","0.347734","0.383025","fhyA`@@L}dbbTRrJbSIBUxMAPQUUE@r@@","c1cc2c(cc1C[C@H]1CCOC1)OCCCO2"
"decoy_788","0.305112","0.562498","0.504031","0.785929","0.346574","0.562955","foAH@@@Tx{IEDdXddjLlxBBjjb@@","c1cc(CN2CCCNCCC2)ncn1"
"decoy_789","0.299683","0.363448","0.605799","0.628661","0.356273","0.402681","fbmhB@DXIQH@aIemVYU\cOIceiih@@@``rPY@","S=C1N=N[C@@H](c2ccncc2)N1/N=C/c1ccccc1"
"decoy_79","0.2725","0.331377","0.597902","0.585656","0.345846","0.348561","f`qA@@@ISJk|krSoTDDP@@@@","c1ccc(CCCOc2ccccc2)cc1"
"decoy_790","0.253517","0.323854","0.793235","0.822402","0.322795","0.350859","f`iA`@@\]dTTRbftJXIVg^ZZjiifaQ@@","O=C1CCCC2=C1[C@H](c1ccoc1)C=CO2"
"decoy_791","0.36012","0.569838","0.58843","0.76288","0.414829","0.548403","f`iPb@NZ``@QddaRrbbRhsUg^VjjjjjqRBdd@","O=S1(=O)CC[C@@H](N[C@@H]2CC[N@]3CCC[C@H]23)C1"
"decoy_792","0.302893","0.380625","0.755777","0.792271","0.377287","0.416009","f`qP`BDTAJdryIefYW}Nmyj@H@@@@@","O=C(Nc1ccccc1)c1cccc[n+]1[O-]"
"decoy_793","0.250853","0.380853","0.608412","0.930357","0.336831","0.404806","f`ia@@L@RfYU[tVeV]z`@@HhH@@","c1ccc(Oc2ccc3c(n2)CCC3)cc1"
"decoy_794","0.359918","0.300474","0.585833","0.555097","0.372367","0.33671","fm@P@@VJwHhhhhdddbllhdfBTxpTyfmh@`AHjjjhJPfU`@","O=C1c2ccccc2C(=O)c2cc3c(cc21)CC[C@@H](O[C@@H]1CCCCO1)C3"
"decoy_795","0.366211","0.544324","0.594008","0.768793","0.400647","0.522206","foAq@@DL\AIfUYwEjsfjjjjh@@","O=C(CN1CCNCC1)N1CCCCC1"
"decoy_796","0.335266","0.336133","0.634011","0.623922","0.396845","0.370869","feop@@@ZsdbRrbRfbRbjbRIQQoAbd\p@`BJff@@J@PR`","c1ccc(/N=c2/ccn(C3CC3)c3cc(-c4ccncc4)ccc23)cc1"
"decoy_797","0.338221","0.36853","0.630058","0.608609","0.378583","0.37605","fnkp`@JJtAFQQJIIQIIIRiBeyHXuZuUJE@h@QDLP@","O=C(OCc1ncc2ccccc2n1)[C@@H]1C=c2ccccc2=N1"
"decoy_798","0.283685","0.30372","0.899945","0.619921","0.377612","0.368379","f`i`b@LZ\@HRf_e[WEEF]zfX@bjH@@","c1csc(Cc2ccc3c(c2)OCCO3)n1"
"decoy_799","0.426042","0.469316","0.729748","0.802516","0.506817","0.573584","fbea@@D`RYUUUUUSejjjjjj`@@","O=C1CCCCCCCCCNCCCCCCCC1"
"decoy_8","0.274713","0.350449","0.563652","0.60897","0.3346","0.36697","dg|D`HP@cIIBeeDeSGZuU@ADT`@","O=S1(=O)CC[C@H](Cc2ccccc2)C1"
"decoy_80","0.314633","0.375796","0.82048","0.845617","0.357476","0.382462","fduA@@@ILkZvmmFRUYpXmMUUUUUTXaQRMGP@","O=C1C=C2CC[C@@H]3[C@@H]4CCC[C@@H]4CC[C@H]3[C@H]2CC1"
"decoy_800","0.404157","0.497172","0.567608","0.69902","0.402725","0.4624","ffsHb@JRMDR`ABTk[OlkkXIrPXekUULuUUUUPp`@","O=C1N[C@]2(CCSC2)C(=O)N1CN1CCN(CC2CC2)CC1"
"decoy_801","0.297102","0.350363","0.539627","0.545198","0.341502","0.361199","fj}aQ@LPQIQ`AE@cIICEEHdcMef\]GIUj`VP@@`@@","O=C1c2ccccc2S(=O)(=O)N1S(=O)(=O)c1ccccc1"
"decoy_802","0.323402","0.364291","0.892574","0.864221","0.383082","0.383424","fluP@@@PrQQQPiIZYHeMVbfZhDH@A@DAP","C(=C/c1ccn(-c2ccccc2)n1)\c1ccccc1"
