"Compound","Tanimoto_SC_ref0_DB","Tanimoto_SC_ref1_DB","Tversky_SC_ref0_DB","Tversky_SC_ref1_DB","Carbó_SC_ref0_DB","Carbó_SC_ref1_DB","DockingScore","Structure of SMILES [idcode]","SMILES"
"SC29","0.643271","0.478681","0.832197","0.738445","0.653445","0.595479","-7.103","fmoYA@IZ}dls@dDRBSVnrwrkrjsfkIst]USMS@AUUTRNp\@@","C[C@H]1CN(c2cc(Oc3c[nH]nc3C3=CCC(F)(F)CC3)ncn2)C[C@@H]1N"
"SC3","0.591214","0.601766","0.914885","0.854341","0.642197","0.688853","-6.775","foQH@@@TDyJUmUUHs`mF@HZjhiFdZ@@","C[C@@H]1Cc2nc3cnccc3n2C[C@@H]1N"
"SC30","0.42858","0.497825","0.65603","0.721896","0.477059","0.575806","-6.146","fbuiC@JLxZK`RBICDadTabTrVTrfxKQjijjijihAP@","CC[C@@H](N)CC(=O)N1CCn2c(nnc2C(F)(F)F)C1"
"SC31","0.492106","0.495306","0.720668","0.682348","0.559723","0.610799","-6.117","f`ap`@DTlAVQQJIPpj[dfjjfjiFDY@@","CC[C@@H](N)CC(=O)N1CCCNC(=O)[C@H]1C"
"SC32","0.448625","0.45735","0.652656","0.707611","0.517521","0.588835","-6.893","fleq@@DBBAInUnuv~RlyjjjjjjlXcIz@@","CC[C@H](N)C1CCN([C@H]2CCC[C@@H](C(N)=O)C2)CC1"
"SC33","0.535647","0.628811","0.814407","0.830935","0.588821","0.734735","-6.986","fhiH@@@RTyJUnwUlcIJ@HejjbaY@@","CC[C@@H](N)CCn1cc(-c2cccnc2)cn1"
"SC34","0.488171","0.464148","0.71436","0.705277","0.608222","0.501397","-6.576","ff}pb@ANshHHcHhhdcEElieLsegPDESUMUEAJ@@","CC[C@@H](N)CC(=O)N1CCN(Cc2ccccc2Cl)C(=O)C1"
"SC35","0.575475","0.588936","0.800231","0.752152","0.628188","0.700977","-6.903","fhiX@@@PPJSldRbrbRbcpSQfjijjiXJP@","CC[C@@H](N)CCn1cc(-c2nccn2C)nn1"
"SC36","0.537087","0.549632","0.805501","0.769109","0.581485","0.655653","-6.323","f`aQ@@DF@drrj||mMPPQUDEH@","CC[C@@H](N)CCNC(=O)c1ccc(C)cc1"
"SC37","0.489926","0.453317","0.728705","0.646416","0.53998","0.555414","-7.142","fleQ@@DA@dwJwZ{_IV\t@P@ETDOH@","CC[C@@H](N)c1ccc(-c2cccc(C(N)=O)c2)cc1"
"SC38","0.478943","0.576707","0.656286","0.773789","0.529791","0.692155","-6.768","fbmIb@LTtfBO@BLddLrfVTRRWAJtFJuRuUUUU`tCHp@","C[C@H]1OC[C@H](N2Cc3cnn(S(C)(=O)=O)c3C2)C[C@@H]1N"
"SC39","0.499124","0.541952","0.728918","0.76207","0.538576","0.669512","-6.141","fjci@@FBmzHLdTRfLRRTRVisQ`qSfjjjjjUikDIbT`@","Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](C)[C@@H](N)C1)C3"
"SC4","0.412832","0.554964","0.610005","0.800624","0.455723","0.60202","-5.767","fewi@@BBmzHDf[]e]f^Uv\MZNQsZjjjjZ``JQBIr@@","CC(=O)[C@@H]1C[C@H](N2CCN(c3cc(C)nn3-c3ccccc3)CC2)CN1"
"SC40","0.429644","0.527257","0.626677","0.714363","0.475943","0.580909","-6.198","fbmi@@BBmxHDf[]e]eV\MYNVjjjj@BaBIr@@","CC(=O)[C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1"
"SC41","0.50045","0.506345","0.778174","0.729257","0.580288","0.533771","-6.901","fluP`@DJAEIfYUWUaRUkpVjjjBAbDXVd@","CC(=O)[C@@H]1C[C@H](C(=O)N2Cc3ccccc3C2)CN1"
"SC42","0.536674","0.481705","0.79021","0.675467","0.625076","0.530604","-6.863","fluI@@BBehBSMnr{JlyhtTmUURp@THQNP@","CC(=O)[C@@H]1C[C@H](n2cc(-c3ccccc3)nn2)CN1"
"SC43","0.572956","0.537056","0.767781","0.732096","0.61574","0.639008","-7.268","ffch`@DFbfhOYEEEDdddXcDaRtxmVjB`hZiXdBdh@","CC(=O)[C@H]1CN(C(=O)c2ccc(-n3cncn3)cc2)C[C@@H]1N"
"SC44","0.475586","0.534159","0.679595","0.745867","0.511164","0.617773","-7.784","fj}i@@FBCDhLbbfbJTRVTRxIwleZjj`@jVIBDR@@","CC(=O)[C@H]1CN(Cc2ccc(-n3cncn3)cc2)C[C@@H]1N"
"SC45","0.557774","0.505304","0.795151","0.744589","0.588478","0.626265","-6.6","fj}H@`FBlD@PfPsHEdLdTRfLRRRVdisQoAjjjj@JjCDIbT`@","C[C@H]1SC[C@H](N2Cc3cnc(C(F)(F)F)nc3C2)C[C@@H]1N"
"SC46","0.494559","0.497772","0.772769","0.721413","0.543422","0.628986","-6.431","fhyqB@FB]X@QdbbTqbRRuNZL{uUUUUUKbDqJP@","Cc1nc2c(o1)CN([C@H]1CS[C@H](C)[C@@H](N)C1)C2"
"SC47","0.500017","0.591435","0.714373","0.814581","0.523659","0.710706","-6.417","fjcI@@FR]DFRJISEQIIIZ\DZpXyKUUUU@ETEbDqAP@","C[C@H]1OCC[C@H](N2Cc3cnc(C4CC4)nc3C2)C[C@@H]1N"
"SC5","0.525874","0.524189","0.705906","0.72964","0.536035","0.625708","-6.719","fbmIb@LTtfBO@BLddLrRVTRRWAJtFJuRuUUUU`tCHp@","C[C@H]1OC[C@H](N2Cc3cn(S(C)(=O)=O)nc3C2)C[C@@H]1N"
"SC6","0.607133","0.522074","0.852131","0.727493","0.640751","0.658495","-6.499","fb}i@@FBmxHLdTRfLRRRRUNZL{r\uUUUKTmUbDqJP@","C[C@H]1OC[C@H](N2Cc3nn4cccnc4c3C2)C[C@@H]1N"
"SC7","0.530466","0.464667","0.711686","0.703656","0.580301","0.555569","-6.685","fegh`@DJJvXGYEEECEDmEUDeLkAkt\vjhJAbZZTiFIq@@","CC(=O)[C@@H](N)[C@@H](C(=O)N(C)C)c1ccc(-c2ccc3ncnn3c2)cc1"
"SC8","0.51759","0.502252","0.740006","0.753797","0.551205","0.641281","-7.158","fj}hC@JLxYHIADabPrJPqJYKJIJG`mFcfjZjjjjflVPUe@@","C[C@H]1CC[C@H](N2CCn3c(nnc3C(F)(F)F)C2)C[C@@H]1N"
"SC9","0.57688","0.523763","0.797377","0.730697","0.611141","0.629647","-7.456","fj}H`@DLtX@\bbbbRRRabQEKSleZhJB`XBA@iI@@","CC(=O)[C@@H]1CN(C(=O)c2cnc3ccccc3n2)C[C@@H]1N"
"decoy_1","0.338284","0.265266","0.550623","0.466103","0.415778","0.345832","-7.047","fewi@DDTeihJRdrsLkrzwoKUhyZN[UHMATTDAD@@@","O=C(Nc1ccccc1)c1cn(-c2ccccc2)n[n+]1C1CCNCC1"
"decoy_100","0.33377","0.379016","0.6559","0.660659","0.446826","0.449593","-6.663","fluP@@@ZrQQJJGYJIJcAJbd@@Hj@@@@@","c1ccc(CNCc2cccc3cccnc23)cc1"
"decoy_1001","0.248443","0.244685","0.514756","0.464826","0.323689","0.301771","-6.118","fj}q@@DDBAIeeU{Vuekt\eZ`P`@@@@DFP","O=C(N/N=C/c1ccc2cccnc2c1)c1ccccc1"
"decoy_1005","0.230367","0.230844","0.351804","0.365742","0.309389","0.308475","-5.299","fluPb@NN``@QddaRtRVRbUFZMEJuUUUUUTJH@","O=S1(=O)CC[C@H](N2CCC(CN3CCCC3)CC2)C1"
"decoy_1010","0.243771","0.271889","0.419519","0.443345","0.314198","0.310564","-5.519","fbmP@@@\RiUyU^uipsdyjj```@H@@@","c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1"
"decoy_1011","0.271278","0.299594","0.528352","0.520443","0.357615","0.352261","-5.403","fdyHb@LBmFB@AFRREQIIZYIQ`qVdHH@@@PI@","O=S(=O)(/N=C/Nc1ccncn1)c1ccccc1"
"decoy_1012","0.287776","0.339021","0.44619","0.529174","0.366972","0.370189","-6.447","fnsI`@DX]DCKILjvnvkJdhkUVmTuUMUUURJST@@","O=C1NC(=O)[C@]2(CC[C@@H](C(=O)NCCN3CCCCC3)CC2)N1"
"decoy_1015","0.296151","0.276486","0.455094","0.423226","0.346906","0.328374","-5.909","fjcp@@@XmdbRVbbRJTRQJRtZvR`AUUU@@TXYNRT@@","c1ccc(C[N@@]2C[C@@H]3[C@@H](CC[C@H]3c3cncnc3)C2)cc1"
"decoy_1016","0.265537","0.269292","0.531313","0.540598","0.330558","0.336109","-6.023","fa{q`@EFBAd\dTRbJrbRVTRUFBexK^tE@T@E@A@@@@","c1ccc(Oc2cc(Nc3ccc4c(c3)OCCO4)ncn2)cc1"
"decoy_1017","0.199743","0.219871","0.469054","0.454937","0.285242","0.285202","-5.701","f`iI@@HDXHFRIPqKJIKAAR]zfjV@BaBIQ@@","C1=NO[C@H]([C@H]2C=C(c3ccccc3)N=N2)N1"
"decoy_1018","0.265811","0.261271","0.543128","0.434213","0.343659","0.308604","-4.08","f`qab@LPPx@QddaTTRRVtzwejjjjj@@","O=S(=O)(NC1CCCCC1)C1CCOCC1"
"decoy_102","0.218144","0.25698","0.578833","0.585837","0.308117","0.301814","-4.552","dgHHLhy@HPHTHtHRY[efImmjjefh@@","[H]/N=C1\CSC(=S)N1N1C(=O)CSC1=S"
"decoy_1023","0.210874","0.251198","0.428554","0.454318","0.289358","0.304308","-4.328","fbmH`@DTmxAdfUm]meZLdiNVi@BZ@B@@@","O=C(Nc1ccccn1)c1ccc2[nH]c(=O)cnc2c1"
"decoy_1026","0.18872","0.170243","0.566883","0.412008","0.286218","0.253121","-4.993","foQa`@N@t[HhheDTdf\djsf`XBjb@@","O=c1cc[nH]c2cc3c(cc12)OCCO3"
"decoy_1027","0.324971","0.290331","0.539653","0.528761","0.385577","0.358289","-3.554","fa{H@@@PteJVyU^uvUqQQ`q[vVjjjjjjjjED@","C1=NN=C(C2CCCCC2)[C@H]1CN1CCC(N2CCCCC2)CC1"
"decoy_1029","0.446735","0.537929","0.751849","0.779481","0.581918","0.588381","-5.581","f`iP`@E^AIIf]{eRLYqwfjjZjjdHcD@","O=C1C[C@@]2(C(=O)N3CCNCC3)CC[C@@H]1C2"
"decoy_1030","0.219238","0.238416","0.433749","0.426048","0.30984","0.290565","-7.64","foAHb@LBdZB@AFRREQQIIZ\ZruAPJEBb@@","O=S(=O)(N[C@H]1N=CN=N1)c1ccccc1"
"decoy_1032","0.195232","0.210167","0.440317","0.418754","0.265682","0.266437","-4.411","fhyQ@@DN@drjnljR`i^BuPAP@@@@@","O=C1Cc2cc(Cc3cccnc3)ccc2N1"
"decoy_1033","0.214266","0.218125","0.387414","0.359932","0.282468","0.29147","-4.499","fhyP@@@JRfYg~uirVoA@B@bj``@@","c1ccc2nc(CN3CCCCC3)ccc2c1"
"decoy_1035","0.281531","0.335502","0.432341","0.489579","0.355414","0.372311","-5.031","ffcI`@DXIx@mILrkMn}kQc`ejuUMMUUUT@@","O=C(CN1CCCCC1)NN1C(=O)NC2(CCCCC2)C1=O"
"decoy_1037","0.197619","0.177566","0.54705","0.432095","0.28941","0.249128","-5.315","foQpB@LRT@HrQQQIIRhViJlz`dFJb`@@","c1n[nH]cc1Sc1ccc2c(n1)CCC2"
"decoy_1038","0.310232","0.309381","0.756511","0.474867","0.38645","0.343069","-5.796","fde``@I@peMN~kJxXJPXuUUU@AP@@","c1ccc(CCN2CCC3(CC2)OCCO3)cc1"
"decoy_1039","0.170872","0.189468","0.424888","0.41575","0.243817","0.254444","-3.749","foAPP@DX@pVdfUgvVgKNZieijP@@","O=C1NC(=O)/C(=C/c2ccco2)C(=O)N1"
"decoy_104","0.224194","0.238","0.494036","0.475042","0.310488","0.318088","-5.705","fdep@@@RleLl{{JtXIPX`@AE@@@@@","c1ccc(CNc2ccnc3ccccc23)nc1"
"decoy_1040","0.215123","0.194156","0.448638","0.340207","0.305178","0.280057","-6.707","fb}Q@@D\@drrm]joSdc^SGKSUUAPPtPp`@","O=C1N=CN=C2c3ccccc3CC3(CCCCC3)[C@H]12"
"decoy_1041","0.322178","0.233197","0.655417","0.408322","0.365315","0.282193","-5.084","fnsQ`BDVAxMi}rSKLjonrjkF]UkT@@@U@@@@@","O=C(Nc1ccc(Oc2ccccc2)cc1)c1cc[n+]([O-])cc1"
"decoy_1042","0.262921","0.261222","0.448432","0.388178","0.340287","0.326458","-6.414","f`iPb@NV``@QddaRrbbRhrsk^VjjjjjIRBTiZ@@","O=S1(=O)CC[C@@H](N[C@H]2C[N@]3CC[C@H]2CC3)C1"
"decoy_1044","0.278274","0.30884","0.490335","0.536914","0.38093","0.37115","-6.778","fluq`@J^RA@lbbTvfbdRQHqwhiZjfjjjjQaRP@","O=C1OCC[C@H]1NC(=O)[C@H]1CNCC12CCNCC2"
"decoy_1045","0.362473","0.263697","0.664006","0.407577","0.410851","0.326945","-5.5","fhyP@@@ZRfVW~UhpRoA@@BJj``@@","c1ccc2ncc(CN3CCCCC3)cc2c1"
"decoy_1046","0.194507","0.208064","0.43703","0.412612","0.265881","0.265518","-4.232","fhyQ@@DA@drjnljR`i^BuPAP@@@@@","O=C1Cc2cc(Cc3ccncc3)ccc2N1"
"decoy_1049","0.230224","0.223481","0.510165","0.45537","0.312674","0.296268","-3.044","f`qPb@LB``@QddaTTRRVtzwej@@@@@@","O=S(=O)(Nc1ccccn1)c1ccccc1"
"decoy_1052","0.477496","0.434715","0.777122","0.679737","0.505616","0.473071","-5.945","ffsq@@NB\AJYeUUe\TEiQbuh@@@j`@`@@@","c1ccc(CNCc2ncc3oc4ccccc4c3n2)cc1"
"decoy_1053","0.300083","0.312369","0.483795","0.454819","0.345977","0.354573","-5.7","dg~D`Aa@BLddJVTRS\]kUUUU@@","O=S1(=O)CCC(N2CCCCC2)CC1"
"decoy_1055","0.233915","0.29639","0.534581","0.587747","0.320525","0.349672","-3.318","f`qPb@LF``@QddaTTRRVtzwej@@@@@@","O=S(=O)(Nc1cccnc1)c1ccccc1"
"decoy_1056","0.236694","0.244025","0.375542","0.394953","0.299502","0.299123","-6.068","fdya@@E@RfUWue^RCFjjjh@H@@","c1ccc(CNCCCOC2CCCCC2)cc1"
"decoy_1059","0.18048","0.20256","0.470827","0.457058","0.269513","0.27861","-4.261","f`ia`@L@PYIeUWYRTEIwfj@Jf`P@@","O=c1[nH]c2ccc(Cc3ccco3)cc2o1"
"decoy_106","0.192421","0.19482","0.323364","0.352211","0.272858","0.267781","-6.088","fbmP`@NZ@qJYUyUg^cKASfjjjjjjjQBTP@","C1CCN(C[C@@H]2CO[C@H](CN3CCCCC3)CO2)CC1"
"decoy_1060","0.306571","0.376152","0.544816","0.581007","0.402323","0.440146","-8.444","foAq@@F\\CIEDdThdjLlzjjh@HaA@@","c1cc(CNC[C@H]2CNCCO2)ccn1"
"decoy_1062","0.299374","0.342708","0.456914","0.481072","0.365998","0.356552","-5.277","fj}I`@DXIx@mILrkMn}mFNCdkUTtuUUU@@@","O=C(CN1CCCC1)NN1C(=O)NC2(CCCCC2)C1=O"
"decoy_1063","0.238998","0.262693","0.538731","0.520317","0.325546","0.319702","-2.802","f`qPb@L^``@QddaTTRRVtzwej@@@@@@","O=S(=O)(Nc1ccncc1)c1ccccc1"
"decoy_1066","0.277227","0.275996","0.52663","0.484805","0.350206","0.32226","-6.12","ffcPP@DD@ht\bbTRRbabRRtkQKfkTDCPEAA@@@","O=C(NNC(=O)c1ccc2c(c1)OCCO2)c1ccccc1"
"decoy_1067","0.37838","0.368901","0.657619","0.650841","0.481737","0.426796","-7.945","fdeP@@@FRiUkgUzBlGtZjj`hHh`Q@@","c1ccc(C[N@]2CCC[C@]3(CCCNC3)C2)cc1"
"decoy_1068","0.206918","0.261736","0.474415","0.551068","0.294912","0.323944","-4.625","fhiq@@DZlAIeYU^uQoAZdHHiRA@d@","O=C(/C=C/Cn1cccn1)Nc1ccccc1"
"decoy_1069","0.321366","0.218115","0.526768","0.365809","0.390335","0.286273","-6.289","flei`@DXeYHNFrJJIHiJZIHcHiZjZijjh@@","O=C(CNCCN1C(=O)CNC1=O)N1CCNCC1"
"decoy_1071","0.327866","0.214398","0.574015","0.385844","0.366692","0.269889","-3.81","fmp`@DYJBNQQJJIIJ[IFIIIJl[pXu[M[T@@AEST@A@@@","O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc2c(c1)COC2"
"decoy_1073","0.250884","0.265162","0.43257","0.391556","0.341981","0.339074","-6.16","f`qp`@DXTAfQQIQSFIHTg^Zijjjh@@","O=C(CN1CCCCC1)NC(=O)NC1CC1"
"decoy_1074","0.222304","0.234721","0.488257","0.466392","0.29548","0.289238","-3.429","fb}PB@JB@DIRjljl{xIrU`isU@PP@@@@@@","c1ccc(Nc2c3c(nc4ccccc24)CSC3)cc1"
"decoy_1078","0.320595","0.238996","0.528862","0.417141","0.365612","0.294917","-2.315","fi{Qb@LI`bH@cIIBhhddmmLhdmNm{huj@@@Ih@@@@@","O=C(Nc1ccccc1)c1ccc(S(=O)(=O)Nc2ccccc2)cc1"
"decoy_1079","0.302074","0.284632","0.474278","0.456472","0.361047","0.335266","-6.649","fbm`@@@ITjzsJktyyL\uUU@@@D@@@","c1ccc(CCN2CCC(c3ccccc3)CC2)cc1"
"decoy_1080","0.203304","0.194841","0.396911","0.355558","0.288043","0.270901","-3.395","fnsQb@LU`cH@cIIBhhddiceDmNlFkUj@@@aihDD@p","O=S(=O)(Nc1ccccc1)c1cccc(/C=C/c2ccno2)c1"
"decoy_1081","0.268794","0.257612","0.426271","0.44952","0.327069","0.315406","-6.414","figH`@DTUdB\bbTRbbqTQfbRxhVoAzMjjjjjfjjjqaLWD@","O=C1NC[C@@H](CCC(=O)N2CCCCC2)N[C@@H]2CC[N@](CC3CC3)[C@@H]12"
"decoy_1084","0.248878","0.262106","0.410661","0.390823","0.311951","0.313386","-5.089","foApb@LDmA@@cIICEDdeeVLyZjjjj@@","O=S(=O)(N1CCCCC1)N1CCNCC1"
"decoy_1088","0.330503","0.32932","0.542292","0.551746","0.399546","0.374748","-4.394","ffcq`@DX\AedfU[W[VUIQVbuZijjZjjjQRZ`@","O=C1NC(=O)[C@]2(CC[C@@H](C(=O)NCC3CCCCC3)CC2)N1"
"decoy_1089","0.408443","0.447348","0.67538","0.751458","0.476915","0.487295","-6.531","fnsQ@@LNAdbbbRRqRRTRPmJMUm@@@EU@@@@@","c1ccc(CCNCc2ccc(Oc3ccccn3)cc2)cc1"
"decoy_109","0.197755","0.181795","0.460189","0.369377","0.264974","0.227219","-3.919","foAQ`@DXAsVQQQJJHkLEYsUSA@H@@","O=c1cc(O)[nH]c(=O)n1-c1ccccc1"
"decoy_1090","0.271364","0.305337","0.701975","0.722256","0.36038","0.363079","-5.874","fdea@@F@rQQJKEIQITYpPXuUUU@APbDp`@","c1ccc(CCC[N@]2CCO[C@@H]3CCC[C@H]32)cc1"
"decoy_1092","0.207747","0.234415","0.347808","0.35568","0.287863","0.300579","-5.732","fdyH`@DTuD@TfU]UeZcOQZjijjZ`PE@","O=C1CN(C/C=C/C[N@]2CCNC(=O)C2)CCN1"
"decoy_1093","0.269668","0.299982","0.547199","0.571261","0.328778","0.356588","-5.698","fj}IB@IAbTP@aJY}me]eqQwleief`@jVHDJP","O=C(/C=C/c1cccs1)Nc1ccc(-n2cncn2)cc1"
"decoy_1094","0.245115","0.233727","0.419782","0.415265","0.317994","0.30289","-5.08","fngp@@@JsdbbbRTVRabvVJBLjwhaSUkUTuMUUTuTqBXmIt}Hp@","c1ccc2c(c1)=N[C@@H]1C=2CCN2[C@@H]3CC[C@@H]([C@@H]4NCCC[C@H]43)[C@H]12"
"decoy_1095","0.357077","0.448032","0.77312","0.820143","0.479671","0.513945","-6.392","foA``@N@YdbbRJTRUFV]UUT@DP``@","c1ccc(CNC[C@H]2COCCO2)cc1"
"decoy_1096","0.23721","0.212263","0.612429","0.484086","0.345466","0.283412","-4.933","fluPA@BF@DXBLdTTVRVabRIRVhijP`a`@`@@","[H]/N=C(/CSc1nc2ccccc2s1)c1ccccc1"
"decoy_1098","0.221859","0.22002","0.432323","0.390979","0.289402","0.278754","-5.479","fj}Qb@LY`bH@cIIBhhddimD]^lGIUj@@BAiB@@","O=c1cc[nH]c2ccc(S(=O)(=O)Nc3ccccc3)cc12"
"decoy_1099","0.170716","0.168034","0.421678","0.37809","0.265684","0.252481","-4.11","flmq@@LL|CIEDeJhheDZBYqwhiifZ@@@hHBP@","C1=C[C@H](c2ccnc3ccccc23)c2c[nH]nc2O1"
"decoy_1100","0.207364","0.221992","0.345078","0.336104","0.28612","0.285225","-6.277","fhyq@@D^BCHheHhdddUZtYpVjjjjijFH@","NC1=C2CC[C@](C(=O)NC3CCNCC3)(C1)C2"
"decoy_1102","0.325456","0.284891","0.468774","0.460629","0.349585","0.311515","-5.242","fbmP@@@NrRIIZYJEQITyhr\uUP@UUTP@@","c1cc(CN2CCCCC2)cc(CN2CCCCC2)c1"
"decoy_1106","0.369916","0.378648","0.625647","0.593695","0.427671","0.407638","-3.937","fj}hb@LTdZtD@BLddJbTRbTrQtGvTeVhH@@@@@@@","O=S(=O)(NNc1ncccn1)c1cccc2cccnc12"
"decoy_1107","0.241663","0.210431","0.437654","0.328739","0.256675","0.218683","-4.972","foAQ@@DT@drroZ|eYsUUUUUCD@@","O=C1NCCCC[C@@H]1NC1CCCCC1"
"decoy_1108","0.22863","0.194476","0.467423","0.364775","0.302522","0.257179","-4.978","fiwpB@NRz@HRfYemuo^tcIV|dm^chI`B@@@i`H@@","c1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1"
"decoy_1111","0.349903","0.309621","0.643312","0.480526","0.413313","0.341194","-5.524","fhyp@@@TydbbRJbbRuFZmxHDETD@Q@R@@","c1ccc2c(c1)CC[C@@H]2NCc1ccncn1"
"decoy_1112","0.250099","0.260234","0.411796","0.454864","0.375281","0.337355","-6.866","ffcI`@DX]TCKILjvnvljRbmEjuSUTuUUTbdu@@","O=C1NC(=O)[C@]2(CC[C@@H](C(=O)NCC3CCNCC3)CC2)N1"
"decoy_1113","0.203667","0.206409","0.439821","0.401596","0.285869","0.278572","-5.425","f`iP@@@XrQIYQQJHxIhsoMM@@@P@@@","c1ccc2c(Cn3ccnc3)cccc2c1"
"decoy_1114","0.298974","0.296963","0.476915","0.410929","0.356125","0.329566","-5.387","fhyPb@AN``@QddaRrTTRSNN|xJuUUUUUbRUGP@","O=S1(=O)CCC(N[C@H]2C[N@]3CC[C@H]2CC3)CC1"
"decoy_1118","0.265546","0.210568","0.755821","0.403607","0.346623","0.275022","-5.012","f`iP@@@RRfV]{VcAJ]x@@HjhH@@","c1ccc2c(N3CCCCC3)ccnc2c1"
"decoy_1121","0.218319","0.284877","0.504583","0.584103","0.310445","0.346","-4.025","flu`R@LPQyH@cIIBhhddmBmNlFJUj@@@b``@@","O=S(=O)(Nc1ccc2c(c1)OCO2)c1ccccc1"
"decoy_1122","0.284005","0.306729","0.47924","0.497548","0.452249","0.403525","-6.293","fdeq@@DNbAIfYU[wEKS`qZjjjjjh@@","O=C(C1CCNCC1)N1CCC2(CCNCC2)C1"
"decoy_1123","0.305508","0.273876","0.559694","0.439668","0.361859","0.318975","-5.303","fhyp@@@ZCdbbTTNtRUFBUxH@@QUTD@@","c1cnc2c(CN3CCNCC3)cccc2c1"
"decoy_1124","0.194015","0.197189","0.480015","0.428838","0.280945","0.258221","-3.996","dg|hPBh[L@c@cIEDbhdhU[]RuMMP@@","O=C1NCC=C(CSc2nncs2)N1"
"decoy_1127","0.312142","0.278714","0.543414","0.455518","0.39316","0.344025","-5.225","ffsq@@JRlAJUvUvUmRTdhLRujjjj@@@hHLP@","c1ccc2nc(C[N@@]3CC[C@H](N4CCOCC4)C3)ccc2c1"
"decoy_1128","0.168","0.18108","0.481309","0.450479","0.265047","0.2632","-5.518","dg}@`Fx@cIEDdcDdwG]SM@A@@@","c1ccc(CCSc2cn[nH]c2)cc1"
"decoy_1129","0.22533","0.220594","0.475458","0.409891","0.323749","0.288618","-4.756","fbmqb@LBLsU`AFRIKSJJJVIKACNSfjfjYjjj@@","O=C(CN1C(=O)NC2(CCCCC2)C1=O)N1CCSC1"
"decoy_113","0.329401","0.306394","0.643907","0.492335","0.384725","0.350639","-4.101","f`iP@@@JRieUevUeF]zjjjjjjCH@","C1CCC([N@@]2CCCN3CCC[C@H]3C2)CC1"
"decoy_1131","0.319025","0.366014","0.60175","0.611662","0.407221","0.423984","-5.906","fhyp@@@LydbbRJbbRuFZmxHDETD@Q@R@@","c1ccc2c(c1)CC[C@@H]2NCc1cnccn1"
"decoy_1132","0.328732","0.294011","0.817676","0.483643","0.385004","0.328124","-6.377","foAa@@N@Re]UeRTlzjjX@HACd@","C(=N/CC1CCOCC1)\c1ccccc1"
"decoy_1134","0.207459","0.170331","0.425302","0.309001","0.282868","0.236244","-4.444","fluqb@LZCIRPAFRJIIKPqIKXhs`XuUTmUTuHaJH@","O=C1CCN(C(=O)[C@@H]2CS[C@@H]3CCC(=O)N32)CCN1"
"decoy_1136","0.251806","0.318363","0.406353","0.499633","0.302644","0.335421","-6.178","fegpRBLN[ABQ`BFrOlddJbbRRfqfbRfoVCvZu@@AAL@P@@@","O=C(Nc1cccc(S(=O)(=O)Nc2ccccc2)c1)c1ccc[n+]([O-])c1"
"decoy_1137","0.24673","0.275701","0.393851","0.442287","0.319914","0.336105","-5.059","fbmH@@@Ly[IEDdXdlhdeQfcIrAAUUUUE@@@","c1cnc(CN2CCC(N3CCCCCC3)CC2)cn1"
"decoy_114","0.234238","0.211346","0.554099","0.382216","0.299932","0.262795","-5.101","fhyP@@@RRfV]~UhpRoA@@BH@@@@@","c1ccc(Nc2ccnc3ccccc23)cc1"
"decoy_1140","0.178257","0.198674","0.357586","0.350635","0.246392","0.245937","-7.192","fluHb@LDiGg`ABTs}rmsxhYtTuML@Pti@aa@","O=C(/N=C1/N=NCS1)c1ccc2[nH]ccc(=O)c2c1"
"decoy_1141","0.243259","0.274465","0.395911","0.428563","0.313884","0.316367","-7.797","fdyp`@IFbCfQQQJJiJII``qZjZjjj`@@","O=C1CCCC(=O)C1CNCCN1CCNCC1"
"decoy_1143","0.239865","0.25964","0.384149","0.437353","0.376209","0.360895","-6.26","ffcI`@DXMTGMILrk\n}jQc`ejuTuMUUUT@@","O=C(CN1C(=O)NC2(CCCCC2)C1=O)NC1CCNCC1"
"decoy_1145","0.332858","0.375456","0.70994","0.76913","0.46369","0.470841","-6.059","fnsa@@C@Re^UeU~UIQpZmjjjBBH@H@@@","c1ccc(CNCCC2(Cc3ccccc3)CCOCC2)cc1"
"decoy_1146","0.201784","0.214223","0.475891","0.454117","0.297305","0.277906","-4.856","f`qQb@JR`cp@cIICEDdeljqgKSAHPp@@","O=c1ccc(S(=O)(=O)c2ccccc2)n[nH]1"
"decoy_1147","0.325792","0.276944","0.535124","0.504081","0.3966","0.354304","-5.331","fa{H@@@\UEJYf_{WYUirVoA[t@HBJjjj`h@@","c1ccc2nc(CN3CCC(N4CCCCCC4)CC3)cnc2c1"
"decoy_1148","0.278242","0.305609","0.626588","0.607447","0.35499","0.359263","-4.951","fhiQ@@DT@drljsnjw`mTD@@@@@@","O=C(CNc1ccccc1)Nc1ccccc1"
"decoy_115","0.175036","0.194903","0.502376","0.486664","0.252395","0.261453","-3.89","dcl`pDqe@HDHtHRYVUzzUZZje`@","S=c1nc2[nH]c(=S)[nH]c2c(S)[nH]1"
"decoy_1150","0.260472","0.27459","0.531705","0.530963","0.329393","0.321234","-6.366","fdyH`BDDiHAiR[lbbTRRRTJTmAbu@aD@@@`r@","O=C(N/N=C/c1ccccc1)c1c[n+]([O-])ccn1"
